airport_name,airport_kr_name,airport_iata_code,airport_iso_country,airport_continent
North Perry Airport,노스 페리 공항,HWO,US,NA
Brookhaven Calabro Airport,브룩헤이븐 칼라브로 공항,WSH,US,NA
Hilton Head Airport,힐튼 헤드 공항,HHH,US,NA
Cape Cod Gateway Airport,케이프 코드 게이트웨이 공항,HYA,US,NA
Sawyer County Airport,소이어 카운티 공항,HYR,US,NA
Hays Regional Airport,헤이스 지역공항,HYS,US,NA
Hazleton Municipal Airport,헤이즐턴 시립공항,HZL,US,NA
Northeast Ohio Regional Airport,북동부 오하이오 지역 공항,JFN,US,NA
Washington Dulles International Airport,워싱턴 덜레스 국제공항,IAD,US,NA
Niagara Falls International Airport,나이아가라폴스 국제공항,IAG,US,NA
George Bush Intercontinental Houston Airport,조지 부시 인터컨티넨털 휴스턴 에어포트,IAH,US,NA
Wichita Eisenhower National Airport,위치타 아이젠하워 국립공항,ICT,US,NA
Idaho Falls Regional Airport,아이다호폴스 지역공항,IDA,US,NA
Ida Grove Municipal Airport,아이다 그로브 시립공항,IDG,US,NA
Independence Municipal Airport,인디펜던스 시립공항,IDP,US,NA
Pine Ridge Airport,파인리지 공항,XPR,US,NA
Iowa Falls Municipal Airport,아이오와폴스 시립공항,IFA,US,NA
Laughlin Bullhead International Airport,라플린 불헤드 국제공항,IFP,US,NA
Kingman Airport,킹맨 공항,IGM,US,NA
Jacksonville Municipal Airport,잭슨빌 시립공항,IJX,US,NA
Greater Kankakee Airport,그레이터 칸카키 공항,IKK,US,NA
Kilwa Airport,킬와 공항,KIL,CD,AF
New Castle Airport,뉴캐슬 공항,ILG,US,NA
Wilmington International Airport,윌밍턴 국제공항,ILM,US,NA
Imperial Municipal Airport,임페리얼 뮤니시펄 공항,IML,US,NA
Immokalee Regional Airport,임모칼리 지역공항,IMM,US,NA
Madison Municipal Airport,매디슨 시립공항,MDN,US,NA
Ford Airport,포드 공항,IMT,US,NA
Indianapolis International Airport,인디애나폴리스 국제공항,IND,US,NA
Winkler County Airport,윙클러 카운티 공항,INK,US,NA
Falls International Airport,폴스 국제공항,INL,US,NA
Smith Reynolds Airport,스미스 레이놀즈 공항,INT,US,NA
Winslow Lindbergh Regional Airport,윈슬로 린드버그 지역공항,INW,US,NA
Iowa City Municipal Airport,아이오와시티 시립공항,IOW,US,NA
Imperial County Airport,임페리얼 카운티 공항,IPL,US,NA
Williamsport Regional Airport,윌리엄스포트 지역공항,IPT,US,NA
Kirksville Regional Airport,커크스빌 지역공항,IRK,US,NA
Kirsch Municipal Airport,키르쉬 시립공항,IRS,US,NA
Kissimmee Gateway Airport,키시미 게이트웨이 공항,ISM,US,NA
Long Island Mac Arthur Airport,롱아일랜드 맥아서 공항,ISP,US,NA
Schoolcraft County Airport,스쿨크래프트 카운티 공항,ISQ,US,NA
Alexander Field South Wood County Airport,알렉산더 필드 사우스우드 카운티 공항,ISW,US,NA
Ithaca Tompkins Regional Airport,이타카 톰킨스 지역공항,ITH,US,NA
Gogebic Iron County Airport,고지빅 아이언 카운티 공항,IWD,US,NA
Wiscasset Airport,위스캐셋 공항,ISS,US,NA
West Houston Airport,웨스트 휴스턴 공항,IWS,US,NA
New Century AirCenter Airport,신세기 AirCenter 공항,JCI,US,NA
Inyokern Airport,인요컨 공항,IYK,US,NA
Santa Ynez Airport,산타이네즈 공항,SQA,US,NA
Eastern Slopes Regional Airport,이스턴 슬로프스 지역공항,FRY,US,NA
Jackson Hole Airport,잭슨 홀 공항,JAC,US,NA
Jackson-Medgar Wiley Evers International Airport,잭슨-메드가 와일리 에버스 국제공항,JAN,US,NA
Jacksonville International Airport,잭슨빌 국제공항,JAX,US,NA
Jonesboro Municipal Airport,존즈버러 시립공항,JBR,US,NA
Kimble County Airport,킴블 카운티 공항,JCT,US,NA
Jordan Airport,요르단 공항,JDN,US,NA
Jefferson City Memorial Airport,제퍼슨 시티 메모리얼 공항,JEF,US,NA
John F Kennedy International Airport,존 F 케네디 국제공항,JFK,US,NA
Chautauqua County-Jamestown Airport,셔터쿼 카운티-제임스타운 공항,JHW,US,NA
Jack Edwards National Airport,잭 에드워드 국립공항,GUF,US,NA
Joplin Regional Airport,조플린 지역공항,JLN,US,NA
Jamestown Regional Airport,제임스타운 지역공항,JMS,US,NA
Joliet Regional Airport,졸리엣 지역공항,JOT,US,NA
Concord-Padgett Regional Airport,콩코드-패젯 지역공항,USA,US,NA
Cherokee County Airport,체로키 카운티 공항,JKV,US,NA
John Murtha Johnstown Cambria County Airport,존 머사 존스타운 캠브리아 카운티 공항,JST,US,NA
Southern Wisconsin Regional Airport,남부 위스콘신 지역공항,JVL,US,NA
Kuala Batu Airport,쿠알라 바투 공항,KJX,ID,AS
Grand Glaize Osage Beach Airport,그랑 글레이즈 오세이지 비치 공항,OSB,US,NA
Mesa Del Rey Airport,메사 델 레이 공항,KIC,US,NA
Southwest Washington Regional Airport,사우스웨스트 워싱턴 지역 공항,KLS,US,NA
Kanab Municipal Airport,캐나브 시립공항,KNB,US,NA
Ekuk Airport,에쿡 공항,KKU,US,NA
Furnace Creek Airport,퍼니스 크릭 공항,DTH,US,NA
Borrego Valley Airport,보레고 밸리 공항,BXS,US,NA
Big Bear City Airport,빅 베어 시티 공항,RBF,US,NA
Marble Canyon Airport,마블 캐년 공항,MYH,US,NA
Trona Airport,트로나 공항,TRH,US,NA
Southeast Colorado Regional Airport,사우스이스트 콜로라도 지역공항,LAA,US,NA
Purdue University Airport,퍼듀대학교 공항,LAF,US,NA
Lakeland Linder International Airport,레이크랜드 린더 국제공항,LAL,US,NA
Los Alamos Airport,로스 알라모스 공항,LAM,US,NA
Capital City Airport,캐피탈시티 공항,LAN,US,NA
Laramie Regional Airport,래러미 지역공항,LAR,US,NA
Harry Reid International Airport,해리 리드 국제공항,LAS,US,NA
Lawton Fort Sill Regional Airport,로턴 포트실 지역공항,LAW,US,NA
Los Angeles International Airport,로스앤젤레스 국제공항,LAX,US,NA
Lubbock Preston Smith International Airport,러벅 프레스턴 스미스 국제공항,LBB,US,NA
Arnold Palmer Regional Airport,아놀드 팔머 지역공항,LBE,US,NA
Liberal Mid-America Regional Airport,리버럴 미드아메리카 지역공항,LBL,US,NA
Lumberton Regional Airport,럼버튼 지역공항,LBT,US,NA
Texas Gulf Coast Regional Airport,텍사스 걸프코스트 지역공항,LJN,US,NA
Lake Charles Regional Airport,레이크찰스 지역공항,LCH,US,NA
Laconia Municipal Airport,라코니아 시립공항,LCI,US,NA
Rickenbacker International Airport,리켄베커 국제공항,LCK,US,NA
Lake City Gateway Airport,레이크 시티 게이트웨이 공항,LCQ,US,NA
Linden Airport,린든 공항,LDJ,US,NA
Mason County Airport,메이슨 카운티 공항,LDM,US,NA
Lebanon Municipal Airport,레바논 시립공항,LEB,US,NA
Leesburg International Airport,리스버그 국제공항,LEE,US,NA
Lemmon Municipal Airport,레몬 시립공항,LEM,US,NA
Auburn Lewiston Municipal Airport,오번 루이스턴 시립공항,LEW,US,NA
Blue Grass Airport,블루 그래스 공항,LEX,US,NA
Angelina County Airport,안젤리나 카운티 공항,LFK,US,NA
Lafayette Regional Airport,라파예트 지역공항,LFT,US,NA
La Guardia Airport,라 구아르디아 공항,LGA,US,NA
Long Beach Airport (Daugherty Field),롱비치 공항(도허티 필드),LGB,US,NA
LaGrange Callaway Airport,라그레인지 캘러웨이 공항,LGC,US,NA
La Grande/Union County Airport,라 그란데/유니언 카운티 공항,LGD,US,NA
Logan-Cache Airport,로건 캐시 공항,LGU,US,NA
William T. Piper Memorial Airport,윌리엄 T. 파이퍼 메모리얼 공항,LHV,US,NA
Triangle North Executive Airport,트라이앵글 노스 이그제큐티브 공항,LFN,US,NA
Limon Municipal Airport,리몬 시립공항,LIC,US,NA
Lake Placid Airport,레이크 플래시드 공항,LKP,US,NA
Lake County Airport,레이크 카운티 공항,LKV,US,NA
Challis Airport,찰리스 공항,CHL,US,NA
Louisville Winston County Airport,루이빌 윈스턴 카운티 공항,LMS,US,NA
Crater Lake-Klamath Regional Airport,크레이터 레이크-클래머스 지역공항,LMT,US,NA
Palm Beach County Park Airport,팜 비치 카운티 파크 공항,LNA,US,NA
Lincoln Airport,링컨 공항,LNK,US,NA
Lake County Executive Airport,레이크 카운티 이그제큐티브 공항,LNN,US,NA
Lonesome Pine Airport,론섬 파인 공항,LNP,US,NA
Tri-County Regional Airport,트라이 카운티 지역공항,LNR,US,NA
Lancaster Airport,랭커스터 공항,LNS,US,NA
Lewis University Airport,루이스 대학 공항,LOT,US,NA
Lompoc Airport,롬폭 공항,LPC,US,NA
Pickens County Airport,피켄스 카운티 공항,LQK,US,NA
Laredo International Airport,라레도 국제공항,LRD,US,NA
Le Mars Municipal Airport,르 마르스 시립공항,LRJ,US,NA
Las Cruces International Airport,라스 크루세스 국제공항,LRU,US,NA
Lordsburg Municipal Airport,로즈버그 시립공항,LSB,US,NA
La Crosse Regional Airport,라크로스 지역공항,LSE,US,NA
Lusk Municipal Airport,러스크 시립공항,LSK,US,NA
Los Banos Municipal Airport,로스 바노스 시립공항,LSN,US,NA
Livermore Municipal Airport,리버모어 시립공항,LVK,US,NA
Brunswick Municipal Airport,브런즈윅 시립공항,LVL,US,NA
Las Vegas Municipal Airport,라스베가스 시립공항,LVS,US,NA
Greenbrier Valley Airport,그린브리어 밸리 공항,LWB,US,NA
Lawrence Municipal Airport,로렌스 시립공항,LWC,US,NA
Lawrence Municipal Airport,로렌스 시립공항,LWM,US,NA
Lewiston Nez Perce County Airport,루이스턴 네즈퍼스 카운티 공항,LWS,US,NA
Lewistown Municipal Airport,루이스타운 시립공항,LWT,US,NA
Lawrenceville Vincennes International Airport,로렌스빌 빈센 국제공항,LWV,US,NA
Lake County Airport,레이크 카운티 공항,LXV,US,NA
Lyons-Rice County Municipal Airport,라이언스-라이스 카운티 시립공항,LYO,US,NA
Poplarville Pearl River County Airport,포플러빌 펄 리버 카운티 공항,PCU,US,NA
Malta Airport,몰타 공항,MLK,US,NA
Macon Downtown Airport,메이컨 시내 공항,MAC,US,NA
Madera Municipal Airport,마데라 시립공항,MAE,US,NA
Malden Regional Airport,몰든 지역공항,MAW,US,NA
Koinambe Airport,코이남베 공항,KMB,PG,OC
Mobridge Municipal Airport,모브리지 시립공항,MBG,US,NA
Manistee County Blacker Airport,매니스티 카운티 블랙커 공항,MBL,US,NA
MBS International Airport,MBS 국제공항,MBS,US,NA
Omar N Bradley Airport,오마르 N 브래들리 공항,MBY,US,NA
Mackinac Island Airport,맥키낙 아일랜드 공항,MCD,US,NA
Kansas City International Airport,캔자스시티 국제공항,MCI,US,NA
McCook Ben Nelson Regional Airport,맥쿡 벤 넬슨 지역공항,MCK,US,NA
Middle Georgia Regional Airport,미들 조지아 지역공항,MCN,US,NA
Orlando International Airport,올랜도 국제공항,MCO,US,NA
Mason City Municipal Airport,메이슨시티 시립공항,MCW,US,NA
Southern Illinois Airport,남부 일리노이 공항,MDH,US,NA
Madison Municipal Airport,매디슨 시립공항,XMD,US,NA
Harrisburg International Airport,해리스버그 국제공항,MDT,US,NA
Chicago Midway International Airport,시카고 미드웨이 국제공항,MDW,US,NA
Taylor County Airport,테일러 카운티 공항,MDF,US,NA
Laurinburg Maxton Airport,로린버그 맥스턴 공항,MXE,US,NA
Key Field / Meridian Regional Airport,키 필드 / 메리디안 지역 공항,MEI,US,NA
Memphis International Airport,멤피스 국제공항,MEM,US,NA
Castle Airport,캐슬 공항,MER,US,NA
Minden-Tahoe Airport,올-타호 공항,MEV,US,NA
Mena Intermountain Municipal Airport,메나 인터마운틴 시립공항,UMZ,US,NA
Kamina Airport,카미나 공항,KMF,PG,OC
Mansfield Lahm Regional Airport,맨스필드 람 지역공항,MFD,US,NA
McAllen Miller International Airport,매캘런 밀러 국제공항,MFE,US,NA
Marshfield Municipal Airport,마시필드 시립공항,MFI,US,NA
Rogue Valley International Medford Airport,로그 밸리 국제 메드퍼드 공항,MFR,US,NA
Accomack County Airport,어코맥 카운티 공항,MFV,US,NA
Michigan City Municipal Airport,미시간 시티 시립공항,MGC,US,NA
Orange County Airport,오렌지 카운티 공항,MGJ,US,NA
Montgomery Regional (Dannelly Field) Airport,몽고메리 지역(대넬리 필드) 공항,MGM,US,NA
Moultrie Municipal Airport,몰트리 시립공항,MGR,US,NA
Dayton-Wright Brothers Airport,데이턴-라이트 브라더스 공항,MGY,US,NA
Mitchell Municipal Airport,미첼 시립공항,MHE,US,NA
Manhattan Regional Airport,맨해튼 지역공항,MHK,US,NA
Marshall Memorial Municipal Airport,마샬 메모리얼 시립공항,MHL,US,NA
Sacramento Mather Airport,새크라멘토 마더 공항,MHR,US,NA
Manchester-Boston Regional Airport,맨체스터-보스턴 지역공항,MHT,US,NA
Mojave Airport,모하비 공항,MHV,US,NA
Miami International Airport,마이애미 국제공항,MIA,US,NA
Crystal Airport,크리스탈 공항,MIC,US,NA
Miami Municipal Airport,마이애미 시립공항,MIO,US,NA
Millville Municipal Airport,밀빌 시립공항,MIV,US,NA
Marshalltown Municipal Airport,마샬타운 시립공항,MIW,US,NA
Jackson Municipal Airport,잭슨 시립공항,MJQ,US,NA
Ocean County Airport,오션 카운티 공항,MJX,US,NA
Charles B. Wheeler Downtown Airport,찰스 B. 휠러 다운타운 공항,MKC,US,NA
General Mitchell International Airport,제너럴 미첼 국제공항,MKE,US,NA
Muskegon County Airport,머스키건 카운티 공항,MKG,US,NA
McKellar-Sipes Regional Airport,맥켈라-시페스 지역공항,MKL,US,NA
Muskogee-Davis Regional Airport,머스코지-데이비스 지역공항,MKO,US,NA
Mankato Regional Airport,맨케이토 지역공항,MKT,US,NA
Marco Island Executive Airport,마르코 아일랜드 이그제큐티브 공항,MRK,US,NA
Melbourne Orlando International Airport,멜버른 올랜도 국제공항,MLB,US,NA
Mc Alester Regional Airport,맥알레스터 지역공항,MLC,US,NA
Malad City Airport,말라드 시티 공항,MLD,US,NA
Millard Airport,밀라드 공항,MIQ,US,NA
Quad City International Airport,쿼드시티 국제공항,MLI,US,NA
Baldwin County Regional Airport,볼드윈 카운티 지역공항,MLJ,US,NA
Millinocket Municipal Airport,밀리노켓 시립공항,MLT,US,NA
Monroe Regional Airport,먼로 지역공항,MLU,US,NA
Kimaam Airport,키맘 공항,KMM,ID,AS
Mammoth Yosemite Airport,맘모스 요세미티 공항,MMH,US,NA
McMinn County Airport,맥민 카운티 공항,MMI,US,NA
Selfs Airport,심지어 공항,MMS,US,NA
Morristown Municipal Airport,모리스타운 시립공항,MMU,US,NA
Marion Municipal Airport,매리언 시립공항,MNN,US,NA
Mobile Regional Airport,모바일 지역 공항,MOB,US,NA
Mount Pleasant Municipal Airport,마운트 플레전트 시립공항,MOP,US,NA
Morristown Regional Airport,모리스타운 지역공항,MOR,US,NA
Minot International Airport,마이놋 국제공항,MOT,US,NA
Mariposa Yosemite Airport,마리포사 요세미티 공항,RMY,US,NA
Petit Jean Park Airport,프티 진 파크 공항,MPJ,US,NA
Pocono Mountains Municipal Airport,포코노 산맥 시립공항,MPO,US,NA
Mc Pherson Airport,맥퍼슨 공항,MPR,US,NA
Edward F Knapp State Airport,에드워드 F 냅 주립공항,MPV,US,NA
Mount Pleasant Municipal Airport,마운트 플레전트 시립공항,MPZ,US,NA
Macomb Municipal Airport,매콤 시립공항,MQB,US,NA
Dare County Regional Airport,데어 카운티 지역공항,MEO,US,NA
Chester County G O Carlson Airport,체스터 카운티 GO 칼슨 공항,CTH,US,NA
Telfair Wheeler Airport,텔페어 휠러 공항,MQW,US,NA
Smyrna Airport,스머나 공항,MQY,US,NA
Maury County Airport,모리 카운티 공항,MRC,US,NA
Marfa Municipal Airport,마르파 시립공항,MRF,US,NA
Foothills Regional Airport,풋힐스 지역공항,MRN,US,NA
Union County Airport,유니언 카운티 공항,USC,US,NA
Monterey Peninsula Airport,몬터레이 페닌슐라 공항,MRY,US,NA
Northwest Alabama Regional Airport,노스웨스트 앨라배마 지역공항,MSL,US,NA
Missoula International Airport,미줄라 국제공항,MSO,US,NA
Sullivan County International Airport,설리반 카운티 국제공항,MSV,US,NA
Louis Armstrong New Orleans International Airport,루이 암스트롱 뉴올리언스 국제공항,MSY,US,NA
Selfridge Air National Guard Base Airport,셀프리지 공군 방위군 기지 공항,MTC,US,NA
The Florida Keys Marathon Airport,플로리다 키스 마라톤 공항,MTH,US,NA
Montrose Regional Airport,몬트로스 지역공항,MTJ,US,NA
Martin State Airport,마틴 주립공항,MTN,US,NA
Coles County Memorial Airport,콜스 카운티 메모리얼 공항,MTO,US,NA
Montauk Airport,몬턱 공항,MTP,US,NA
Manitowoc County Airport,매니토웍 카운티 공항,MTW,US,NA
Muir Army Air Field (Fort Indiantown Gap) Airport,뮤어 육군 비행장(포트 인디언타운 갭) 공항,MUI,US,NA
Spence Airport,스펜스 공항,MUL,US,NA
Muscatine Municipal Airport,무스카틴 시립공항,MUT,US,NA
Monroe County Aeroplex Airport,먼로 카운티 에어로플렉스 공항,MVC,US,NA
Montevideo Chippewa County Airport,몬테비데오 치페와 카운티 공항,MVE,US,NA
Morrisville-Stowe State Airport,모리스빌-스토우 주립공항,MVL,US,NA
Mount Vernon Outland Airport,마운트 버논 아웃랜드 공항,MVN,US,NA
Martha's Vineyard Airport,마사스빈야드 공항,MVY,US,NA
Veterans Airport of Southern Illinois,일리노이 남부 재향군인 공항,MWA,US,NA
Lawrence J Timmerman Airport,로렌스 J 팀머만 공항,MWC,US,NA
Grant County International Airport,그랜트 카운티 국제공항,MWH,US,NA
Mineral Wells Regional Airport,미네랄 웰스 지역공항,MWL,US,NA
Windom Municipal Airport,윈덤 시립공항,MWM,US,NA
Middletown Regional Airport,미들타운 지역공항,MWO,US,NA
Manila Municipal Airport,마닐라 시립공항,MXA,US,NA
Monticello Regional Airport,몬티셀로 지역공항,MXO,US,NA
