airport_name,airport_kr_name,airport_iata_code,airport_continent,airport_iso_country
Loyengalani Airport,로옌가니 공항,LOY,AF,KE
Mandera Airport,만데라 공항,NDE,AF,KE
Marsabit Airport,마르사비트 공항,RBT,AF,KE
Mulika Lodge Airport,물리카 로지 에어포트,JJM,AF,KE
Malindi Airport,말린디 공항,MYD,AF,KE
Moi International Airport,모이 국제공항,MBA,AF,KE
Moyale Airport,모얄 공항,OYL,AF,KE
Nakuru Airport,나쿠루 공항,NUU,AF,KE
Nairobi Wilson Airport,나이로비 윌슨 공항,WIL,AF,KE
Nanyuki Airport,난유키 공항,NYK,AF,KE
Samburu Airport,삼부루 공항,UAS,AF,KE
Wajir Airport,와지르 공항,WJR,AF,KE
Sirt International Airport,시르트 국제공항,SRX,AF,LY
Ghat Airport,가트 공항,GHT,AF,LY
Benina International Airport,베니나 국제공항,BEN,AF,LY
Mitiga International Airport,미티가 국제공항,MJI,AF,LY
Al Abraq International Airport,알 아브라크 국제공항,LAQ,AF,LY
Sabha Airport,사바 공항,SEB,AF,LY
Marsa al Brega Airport,마르사 알 브레가 공항,LMQ,AF,LY
Nafurah 1 Airport,나푸라 1 공항,NFR,AF,LY
Hon Airport,혼 공항,HUQ,AF,LY
Ghadames East Airport,가다메스 이스트 공항,LTD,AF,LY
Tobruk International Airport,토브루크 국제공항,TOB,AF,LY
Alzintan Airport,알진타 공항,ZIS,AF,LY
Zuwarah International Airport,주와라 국제공항,WAX,AF,LY
Erandique Airport,에란디크 공항,EDQ,NA,HN
Sary Su Airport,사리수 공항,HRC,AS,KZ
Gisenyi Airport,기세니 공항,GYI,AF,RW
Butare Airport,부타레 공항,BTQ,AF,RW
Kigali International Airport,키갈리 국제공항,KGL,AF,RW
Ruhengeri Airport,루헨게리 공항,RHG,AF,RW
Kamembe Airport,카멤베 공항,KME,AF,RW
Atbara Airport,아트바라 공항,ATB,AF,SD
Al Dabbah Airport,알 다바 공항,EDB,AF,SD
Dongola Airport,동골라 공항,DOG,AF,SD
Damazin Airport,다마진 공항,RSS,AF,SD
El Fasher Airport,엘 파셰르 공항,ELF,AF,SD
Galegu Airport,갈레구 공항,DNX,AF,SD
Geneina Airport,제네이나 공항,EGN,AF,SD
Heglig Airport,헤글리그 공항,HEG,AF,SD
Zhengzhou Shangjie Airport,정저우 상지에 공항,HSJ,AS,CN
Kassala Airport,카살라 공항,KSL,AF,SD
Khashm El Girba Airport,카심 엘 기르바 공항,GBU,AF,SD
Kadugli Airport,카두글리 공항,KDX,AF,SD
Rumbek Airport,룸벡 공항,RBX,AF,SS
Merowe Airport,메로웨 공항,MWE,AF,SD
En Nahud Airport,나후드 공항에서,NUD,AF,SD
Nyala Airport,니알라 공항,UYL,AF,SD
New Halfa Airport,뉴 할파 공항,NHF,AF,SD
El-Obeid Airport,엘오베이드 공항,EBD,AF,SD
Port Sudan New International Airport,포트수단 신국제공항,PZU,AF,SD
Khartoum International Airport,하르툼 국제공항,KRT,AF,SD
Malakal Airport,말라칼 공항,MAK,AF,SS
Wadi Halfa Airport,와디 할파 공항,WHF,AF,SD
Wau Airport,나는 공항,WUU,AF,SS
Zalingei Airport,잘린게이 공항,ZLX,AF,SD
Arusha Airport,아루샤 공항,ARK,AF,TZ
Bukoba Airport,부코바 공항,BKZ,AF,TZ
Julius Nyerere International Airport,줄리어스 니에레레 국제공항,DAR,AF,TZ
Dodoma Airport,도도마 공항,DOD,AF,TZ
Chato/Geita Airport,차토/게이타 공항,GTC,AF,TZ
Songwe Airport,송웨 공항,MBI,AF,TZ
Iringa Airport,이링가 공항,IRI,AF,TZ
Kigoma Airport,키고마 공항,TKQ,AF,TZ
Kilwa Airport,킬와 공항,KIY,AF,TZ
Kilimanjaro International Airport,킬리만자로 국제공항,JRO,AF,TZ
Lindi Airport,린디 공항,LDI,AF,TZ
Lake Manyara Airport,만야라 호수 공항,LKY,AF,TZ
Khatgal Airport,카트갈 공항,HTM,AS,MN
Mafia Airport,마피아 공항,MFA,AF,TZ
Mwadui Airport,음와두이 공항,MWN,AF,TZ
Masasi Airport,마사시 공항,XMI,AF,TZ
Mpanda Airport,음판다 공항,NPY,AF,TZ
Moshi Airport,모시 공항,QSI,AF,TZ
Mtwara Airport,무트와라 공항,MYW,AF,TZ
Musoma Airport,무소마 공항,MUZ,AF,TZ
Mwanza Airport,므완자 공항,MWZ,AF,TZ
Nachingwea Airport,나칭웨아 공항,NCH,AF,TZ
Njombe Airport,은좀베 공항,JOM,AF,TZ
Pemba Airport,펨바 공항,PMA,AF,TZ
Seronera Airport,세로네라 공항,SEU,AF,TZ
Sumbawanga Airport,숨바왕가 공항,SUT,AF,TZ
Shinyanga Airport,신양가 공항,SHY,AF,TZ
Tabora Airport,타보라 공항,TBO,AF,TZ
Tanga Airport,탕가 공항,TGT,AF,TZ
Abeid Amani Karume International Airport,아베이드 아마니 카루메 국제공항,ZNZ,AF,TZ
Arua Airport,아루아 공항,RUA,AF,UG
Entebbe International Airport,엔테베 국제공항,EBB,AF,UG
Gulu Airport,굴루 공항,ULU,AF,UG
Jinja Airport,진자공항,JIN,AF,UG
Kabalega Falls Airport,카발레가 폴스 공항,PAF,AF,UG
Kasese Airport,카세세 공항,KSE,AF,UG
Mbarara Airport,음바라라 공항,MBQ,AF,UG
Masindi Airport,마신디 공항,KCU,AF,UG
Soroti Airport,하이라이트 공항,SRT,AF,UG
Tororo Airport,토로로 공항,TRY,AF,UG
Hawabango Airport,하와방고 공항,HWA,OC,PG
Chengdu Huaizhou Airport,청두 화이저우 공항,HZU,AS,CN
Iboki Airport,이보키 공항,IBI,OC,PG
Indigo Bay Lodge Airport,인디고 베이 로지 에어포트,IBL,AF,MZ
Pulau Panjang Airport,판장섬 공항,PPJ,AS,ID
Notohadinegoro Airport,노토하디네고로 공항,JBB,AS,ID
Banyuwangi International Airport,반유왕이 국제공항,BWX,AS,ID
Bawean - Harun Thohir Airport,바웨안 - 하룬 토히르 공항,BXW,AS,ID
Blangkejeren Airport,블랑케헤렌 공항,GYO,AS,ID
Sangia Nibandera Airport,상이아 니반데라 공항,KXB,AS,ID
Dhoho International Airport,도호 국제공항,DHX,AS,ID
Apalapsili Airport,아파랍실리 공항,AAS,AS,ID
Anggi Airport,앙기 공항,AGD,AS,ID
Gunung Batin Airport,마운트 바틴 공항,AKQ,AS,ID
Ayawasi Airport,아야와시 공항,AYW,AS,ID
Boalang Airport,보아랑 공항,BJG,AS,ID
Batom Airport,바톰 공항,BXM,AS,ID
Dabra Airport,다브라 공항,DRH,AS,ID
Elelim Airport,엘레림 공항,ELR,AS,ID
Ewer Asmat Airport,에워 아스마트 공항,EWE,AS,ID
Gag Island Airport,개그 아일랜드 공항,GAV,AS,ID
Ilu Airport,도심공항,IUL,AS,ID
Karubaga Airport,카루바가 공항,KBF,AS,ID
Kambuaya Airport,캄부아야 공항,KBX,AS,ID
Kamur Airport,카무르 공항,KCD,AS,ID
Kotabangun Airport,코타방군 공항,KOD,AS,ID
Departi Parbo Airport,부서 파르보 공항,KRC,AS,ID
Kelila Airport,켈릴라 공항,LLN,AS,ID
Lembata Wonopito Airport,렘바타 워노피토 공항,LWE,AS,ID
Lunyuk Airport,루뉴크 공항,LYK,AS,ID
Masalembo Airport,마살렘보 공항,MSI,AS,ID
Banaina Airport,바나이나 공항,NAF,AS,ID
Obano Airport,오바노 공항,OBD,AS,ID
Jenderal Besar Soedirman Airport,헤네랄 베사르 수디르만 공항,PWL,AS,ID
Sugimanuru Airport,스기마누루 공항,RAQ,AS,ID
Mentawai Airport,멘타와이 공항,RKI,AS,ID
Tumbang Samba Airport,툼방 삼바 공항,TBM,AS,ID
Tiom Airport,티옴 공항,TMY,AS,ID
Senggo Airport,셍고 공항,ZEG,AS,ID
Bilogai-Sugapa Airport,빌로가이-스가파 공항,UGU,AS,ID
Indagen Airport,인다겐 공항,IDN,OC,PG
Iamalele Airport,야말렐레 공항,IMA,OC,PG
Inhaminga Airport,이냐밍가 공항,IMG,AF,MZ
Pakyong Airport,박용공항,PYG,AS,IN
Ayodhya Airport,아요디아 공항,AYJ,AS,IN
Jindal Vijaynagar Airport,진달 비자이나가르 공항,VDY,AS,IN
Deoghar Airport,데오가르 공항,DGH,AS,IN
Mopa International Airport,모파 국제공항,GOX,AS,IN
Rashtrakavi Kuvempu Airport,라쉬트라카비 쿠벰푸 공항,RQY,AS,IN
Itanagar Donyi Polo Hollongi Airport,이타나가르 국제공항,HGI,AS,IN
Utkela Airport,우트켈라 공항,UKE,AS,IN
Jagdalpur Airport,자그달푸르 공항,JGB,AS,IN
Neyveli Airport,네이벨리 공항,NVY,AS,IN
Rajouri Airport,라주리 공항,RJI,AS,IN
Tezu Airport,테즈 공항,TEI,AS,IN
Chinde Airport,신데 공항,INE,AF,MZ
Iokea Airport,아이오케아 공항,IOK,OC,PG
Ioma Airport,여러 공항,IOP,OC,PG
Khaneh Airport,카네 공항,KHA,AS,IR
New Ishigaki Airport,신이시가키 공항,ISG,AS,JP
Itokama Airport,이토카마 공항,ITK,OC,PG
Viveros Island Airport,비베로스 섬 공항,IVI,NA,PA
Jiagedaqi Airport,자게다치 공항,JGD,AS,CN
Jinchang Jinchuan Airport,진창 진촨 공항,JIC,AS,CN
Jos Orno Imsula Airport,조스 오르노 임술라 공항,JIO,AS,ID
Qianjiang Wulingshan Airport,첸장 우링산 공항,JIQ,AS,CN
Quartz Creek Airport,쿼츠 크릭 공항,JLA,NA,US
Jamba Airport,잠바 공항,JMB,AF,AO
Jinzhou Bay Airport,금주만 공항,JNZ,AS,CN
Josephstaal Airport,조셉스탈 공항,JOP,OC,PG
Chizhou Jiuhuashan Airport,츠저우 지우화산 공항,JUH,AS,CN
Broadus Airport,브로더스 공항,BDX,NA,US
Eureka Airport,유레카 공항,EUE,NA,US
Jackpot Airport,잭팟 공항,KPT,NA,US
Rolla Downtown Airport,롤라 다운타운 공항,RLA,NA,US
Humboldt Municipal Airport,훔볼트 시립공항,HUD,NA,US
Jefferson County International Airport,제퍼슨 카운티 국제공항,TWD,NA,US
Kayenta Airport,카옌타 공항,MVM,NA,US
Columbia County Airport,컬럼비아 카운티 공항,HCC,NA,US
Ardmore Downtown Executive Airport,아드모어 다운타운 이그제큐티브 공항,AHD,NA,US
Grand Canyon West Airport,그랜드 캐니언 웨스트 공항,GCW,NA,US
Fremont County Airport,프리몬트 카운티 공항,CNE,NA,US
Cooperstown-Westville Airport,쿠퍼스타운-웨스트빌 공항,COP,NA,US
Council Airport,시의회 공항,CIL,NA,US
Iraan Municipal Airport,이란 시립공항,IRB,NA,US
Garrett County Airport,개럿 카운티 공항,ODM,NA,US
Chiloquin State Airport,칠로퀸 주립공항,CHZ,NA,US
St. Mary's County Regional Airport,세인트 메리 카운티 지역 공항,LTW,NA,US
Arapahoe Municipal Airport,아라파호 시립공항,AHF,NA,US
Princeton Airport,프린스턴 공항,PCT,NA,US
Grand Lake Regional Airport,그랜드 레이크 지역공항,NRI,NA,US
Grants Pass Airport,그랜츠 패스 공항,GTP,NA,US
Jerry Tyler Memorial Airport,제리 타일러 메모리얼 공항,NLE,NA,US
Grand Coulee Dam Airport,그랜드 쿨리 댐 공항,GCD,NA,US
Valle Airport,발레 공항,VLE,NA,US
Perry-Foley Airport,페리-폴리 공항,FPY,NA,US
Manti-Ephraim Airport,맨티-에프라임 공항,NTJ,NA,US
Salina Gunnison Airport,살리나 거니슨 공항,SBO,NA,US
Central Jersey Regional Airport,센트럴 저지 지역공항,JVI,NA,US
Eunice Airport,유니스 공항,UCE,NA,US
Gold Beach Municipal Airport,골드 비치 시립공항,GOL,NA,US
Kentland Municipal Airport,켄트랜드 시립공항,KKT,NA,US
Prentice Airport,프렌티스 공항,PRW,NA,US
Maverick County Memorial International Airport,매버릭 카운티 메모리얼 국제공항,EGP,NA,US
Boulder City Municipal Airport,볼더시티 시립공항,BLD,NA,US
Mesquite International Airport,메스키트 국제공항,MFH,NA,US
Iosco County Airport,이오스코 카운티 공항,ECA,NA,US
Florence Municipal Airport,피렌체 시립공항,FMU,NA,US
Anacortes Airport,아나코테스 공항,OTS,NA,US
Roosevelt Municipal Airport,루즈벨트 시립공항,ROL,NA,US
Canton Municipal Airport,캔턴 시립공항,CTK,NA,US
North Fork Valley Airport,노스 포크 밸리 공항,WPO,NA,US
Antlers Municipal Airport,앤틀러스 시립공항,ATE,NA,US
Austin Airport,오스틴 공항,ASQ,NA,US
Apalachicola Regional Airport,아팔라치콜라 지역공항,AAF,NA,US
Lehigh Valley International Airport,리하이 밸리 국제공항,ABE,NA,US
Abilene Regional Airport,애빌린 지역공항,ABI,NA,US
Aberdeen Regional Airport,애버딘 지역공항,ABR,NA,US
Southwest Georgia Regional Airport,사우스웨스트 조지아 지역공항,ABY,NA,US
Antrim County Airport,앤트림 카운티 공항,ACB,NA,US
Nantucket Memorial Airport,낸터컷 메모리얼 공항,ACK,NA,US
Waco Regional Airport,웨이코 지역공항,ACT,NA,US
California Redwood Coast-Humboldt County Airport,캘리포니아 레드우드 코스트-훔볼트 카운티 공항,ACV,NA,US
Atlantic City International Airport,애틀랜틱시티 국제공항,ACY,NA,US
Lenawee County Airport,레나위 카운티 공항,ADG,NA,US
Ada Regional Airport,아다 지방 공항,ADT,NA,US
Ardmore Municipal Airport,아드모어 시립공항,ADM,NA,US
Addison Airport,애디슨 공항,ADS,NA,US
Albert Lea Municipal Airport,앨버트 리아 시립공항,AEL,NA,US
Alexandria International Airport,알렉산드리아 국제공항,AEX,NA,US
Karato Airport,카라토 공항,KAF,OC,PG
Washington County Airport,워싱턴 카운티 공항,WSG,NA,US
Jaffrey Airfield Silver Ranch Airport,재프리 비행장 실버 랜치 공항,AFN,NA,US
Afton Municipal Airport,애프턴 시립공항,AFO,NA,US
Fort Worth Alliance Airport,포트워스 얼라이언스 공항,AFW,NA,US
Allegheny County Airport,앨러게니 카운티 공항,AGC,NA,US
Magnolia Municipal Airport,매그놀리아 시립공항,AGO,NA,US
Amery Municipal Airport,아메리 시립공항,AHH,NA,US
Athens Ben Epps Airport,아테네 벤엡스 공항,AHN,NA,US
Alliance Municipal Airport,얼라이언스 시립공항,AIA,NA,US
Aiken Regional Airport,에이컨 지역공항,AIK,NA,US
Atlantic Municipal Airport,애틀랜틱 시립공항,AIO,NA,US
George Downer Airport,조지 다우너 공항,AIV,NA,US
Lee C Fine Memorial Airport,리 C 파인 메모리얼 공항,AIZ,NA,US
Kar Airport,카르 공항,KAK,OC,PG
Colorado Plains Regional Airport,콜로라도 플레인스 지역공항,AKO,NA,US
Akron Executive Airport,애크런 이그제큐티브 공항,AKC,NA,US
Albany International Airport,올버니 국제공항,ALB,NA,US
Alice International Airport,앨리스 국제공항,ALI,NA,US
Alamogordo White Sands Regional Airport,앨라모고도 화이트샌즈 지역공항,ALM,NA,US
St Louis Regional Airport,세인트루이스 지역공항,ALN,NA,US
Waterloo Regional Airport,워털루 지역공항,ALO,NA,US
Walla Walla Regional Airport,왈라왈라 지역공항,ALW,NA,US
Rick Husband Amarillo International Airport,릭 남편 아마릴로 국제공항,AMA,NA,US
Gratiot Community Airport,그래티어트 커뮤니티 공항,AMN,NA,US
Ames Municipal Airport,에임스 시립공항,AMW,NA,US
Anniston Regional Airport,애니스톤 지역공항,ANB,NA,US
Anderson Regional Airport,앤더슨 지역공항,AND,NA,US
Lee Airport,리 공항,ANP,NA,US
Tri State Steuben County Airport,트라이 스테이트 스튜벤 카운티 공항,ANQ,NA,US
Ainsworth Regional Airport,애인스워스 지역공항,ANW,NA,US
Anthony Municipal Airport,앤서니 시립공항,ANY,NA,US
Lima Allen County Airport,리마 알렌 카운티 공항,AOH,NA,US
Altoona Blair County Airport,앨투나 블레어 카운티 공항,AOO,NA,US
Centennial Airport,센테니얼 공항,APA,NA,US
Napa County Airport,나파 카운티 공항,APC,NA,US
Naples Municipal Airport,나폴리 시립공항,APF,NA,US
Mary Walker LZ Airport,메리 워커 LZ 공항,APH,NA,US
Alpena County Regional Airport,앨피나 카운티 지역공항,APN,NA,US
Apple Valley Airport,애플밸리 공항,APV,NA,US
Kamulai Airport,카물라이 공항,KAQ,OC,PG
Acadiana Regional Airport,아카디아나 지역공항,ARA,NA,US
Ann Arbor Municipal Airport,앤아버 시립공항,ARB,NA,US
Walnut Ridge Regional Airport,월넛 리지 지역공항,ARG,NA,US
Wharton Regional Airport,와튼 지역 공항,WHT,NA,US
Aurora Municipal Airport,오로라 시립공항,AUZ,NA,US
Watertown International Airport,워터타운 국제공항,ART,NA,US
Beaufort Executive Airport,보퍼트 이그제큐티브 공항,BFT,NA,US
Aspen-Pitkin County Airport (Sardy Field),아스펜-핏킨 카운티 공항(Sardy Field),ASE,NA,US
Springdale Municipal Airport,스프링데일 시립공항,SPZ,NA,US
Harrison County Airport,해리슨 카운티 공항,ASL,NA,US
Talladega Municipal Airport,탈라데가 시립공항,ASN,NA,US
Astoria Regional Airport,아스토리아 지역공항,AST,NA,US
John F Kennedy Memorial Airport,존 F 케네디 메모리얼 공항,ASX,NA,US
Ashley Municipal Airport,애쉴리 시립공항,ASY,NA,US
Hartsfield Jackson Atlanta International Airport,하츠필드 잭슨 애틀랜타 국제공항,ATL,NA,US
Artesia Municipal Airport,아르테시아 시립공항,ATS,NA,US
Appleton International Airport,애플턴 국제공항,ATW,NA,US
Watertown Regional Airport,워터타운 지역공항,ATY,NA,US
Augusta State Airport,오거스타 주립공항,AUG,NA,US
Austin Municipal Airport,오스틴 시립공항,AUM,NA,US
Auburn Municipal Airport,오번 시립공항,AUN,NA,US
Auburn University Regional Airport,오번대학교 지역공항,AUO,NA,US
Austin Bergstrom International Airport,오스틴 버그스트롬 국제공항,AUS,NA,US
Wausau Downtown Airport,워소 다운타운 공항,AUW,NA,US
Asheville Regional Airport,애슈빌 지역공항,AVL,NA,US
Avon Park Executive Airport,에이본 파크 이그제큐티브 공항,AVO,NA,US
Wilkes Barre Scranton International Airport,윌크스 바레 스크랜턴 국제공항,AVP,NA,US
Marana Regional Airport,마라나 지역 공항,AVW,NA,US
Catalina Airport,카탈리나 공항,AVX,NA,US
West Memphis Municipal Airport,웨스트멤피스 시립공항,AWM,NA,US
Algona Municipal Airport,알고나 시립공항,AXG,NA,US
Altus Quartz Mountain Regional Airport,알투스 쿼츠 마운틴 지역공항,AXS,NA,US
Neil Armstrong Airport,닐 암스트롱 공항,AXV,NA,US
Angel Fire Airport,엔젤파이어 공항,AXX,NA,US
Waycross Ware County Airport,웨이크로스 웨어 카운티 공항,AYS,NA,US
Kalamazoo Battle Creek International Airport,캘러머주 배틀 크리크 국제공항,AZO,NA,US
Westfield-Barnes Regional Airport,웨스트필드-반스 지역공항,BAF,NA,US
Columbus Municipal Airport,콜럼버스 시립공항,CLU,NA,US
Battle Mountain Airport,배틀마운틴 공항,BAM,NA,US
Benson Municipal Airport,벤슨 시립공항,BBB,NA,US
Branson Airport,브랜슨 공항,BKG,NA,US
Marlboro County Jetport - H E Avent Field Airport,말보로 카운티 제트포트 - H E 아벤트 필드 공항,BTN,NA,US
Broken Bow Municipal Airport,브로큰 보우 시립공항,BBW,NA,US
Virginia Tech Montgomery Executive Airport,버지니아 공대 몽고메리 이그제큐티브 공항,BCB,NA,US
Bryce Canyon Airport,브라이스 캐년 공항,BCE,NA,US
Boca Raton Airport,보카레이턴 공항,BCT,NA,US
Baudette International Airport,보데트 국제공항,BDE,NA,US
Blanding Municipal Airport,블랜딩 시립공항,BDG,NA,US
Bradley International Airport,브래들리 국제공항,BDL,NA,US
Igor I Sikorsky Memorial Airport,이고르 I 시코르스키 메모리얼 공항,BDR,NA,US
Boulder Municipal Airport,볼더 시립공항,WBU,NA,US
Beech Factory Airport,너도밤나무 공장 공항,BEC,NA,US
Southwest Michigan Regional Airport,사우스웨스트 미시간 지역공항,BEH,NA,US
Bradford Regional Airport,브래드퍼드 지역공항,BFD,NA,US
Western Neb. Rgnl/William B. Heilig Airport,서부 네브라스카 지역/윌리엄 B. 하일리그 공항,BFF,NA,US
Boeing Field King County International Airport,보잉 필드 킹 카운티 국제공항,BFI,NA,US
Mobile Downtown Airport,모바일 다운타운 공항,BFM,NA,US
Virgil I Grissom Municipal Airport,버질 I 그리섬 시립공항,BFR,NA,US
Hutchinson County Airport,허친슨 카운티 공항,BGD,NA,US
Bangor International Airport,뱅거 국제공항,BGR,NA,US
Hancock County-Bar Harbor Airport,핸콕 카운티-바 하버 공항,BHB,NA,US
Birmingham-Shuttlesworth International Airport,버밍엄-셔틀스워스 국제공항,BHM,NA,US
Block Island State Airport,블록아일랜드 주립공항,BID,NA,US
Beatrice Municipal Airport,베아트리체 시립공항,BIE,NA,US
Eastern Sierra Regional Airport,이스턴 시에라 지역공항,BIH,NA,US
Billings Logan International Airport,빌링스 로건 국제공항,BIL,NA,US
Bismarck Municipal Airport,비스마르크 시립공항,BIS,NA,US
Rocky Mountain Metropolitan Airport,록키마운틴 메트로폴리탄 공항,BJC,NA,US
Bemidji Regional Airport,베미지 지역공항,BJI,NA,US
Wayne County Airport,웨인 카운티 공항,BJJ,NA,US
Stephens County Airport,스티븐스 카운티 공항,BKD,NA,US
Baker City Municipal Airport,베이커시티 시립공항,BKE,NA,US
Burke Lakefront Airport,버크 레이크프론트 공항,BKL,NA,US
Raleigh County Memorial Airport,롤리 카운티 메모리얼 공항,BKW,NA,US
Brookings Regional Airport,브루킹스 지역공항,BKX,NA,US
Mercer County Airport,머서 카운티 공항,BLF,NA,US
Blythe Airport,블라이드 공항,BLH,NA,US
Bellingham International Airport,벨링햄 국제공항,BLI,NA,US
Monmouth Executive Airport,몬머스 이그제큐티브 공항,BLM,NA,US
Blue Canyon Nyack Airport,블루 캐니언 나이액 공항,BLU,NA,US
Scott AFB/Midamerica Airport,스콧 AFB/미다메리카 공항,BLV,NA,US
Brigham City Regional Airport,브리검시티 지역공항,BMC,NA,US
Monroe County Airport,먼로 카운티 공항,BMG,NA,US
Berlin Regional Airport,베를린 지역공항,BML,NA,US
Beaumont Municipal Airport,보몬트 시립공항,BMT,NA,US
Nashville International Airport,내슈빌 국제공항,BNA,NA,US
Banning Municipal Airport,금지 시립공항,BNG,NA,US
Barnwell Regional Airport,반웰 지역공항,BNL,NA,US
Burns Municipal Airport,번스 시립공항,BNO,NA,US
Boone Municipal Airport,분 시립공항,BNW,NA,US
Logan International Airport,로건 국제공항,BOS,NA,US
